equation_id,profile_type,time_delays,model_ratios
46,logarithmic,"[ 100.        106.262006  112.916138  119.986953  127.500543  135.484634
  143.968689  152.984017  162.563884  172.743644  183.56086   195.055452
  207.269835  220.249084  234.041094  248.69676   264.270165  280.818777
  298.403665  317.089719  336.945895  358.045466  380.466293  404.291113
  429.607845  456.509913  485.096589  515.473364  547.752335  582.052617
  618.500784  657.231338  698.387201  742.120246  788.591858  837.973524
  890.447473  946.207343 1005.4589   1068.420792 1135.325362 1206.419499
 1281.965555 1362.24231  1447.546    1538.191411 1634.513043 1736.866341
 1845.629008 1961.202399 2084.013003 2214.514014 2353.187005 2500.543706
 2657.127893 2823.517389 3000.326206 3188.2068   3387.852488]","[1.616767 1.61664  1.616149 1.611143 1.609267 1.609041 1.607455 1.604791
 1.601996 1.599403 1.596816 1.593507 1.589062 1.585938 1.584122 1.578825
 1.576857 1.572075 1.567547 1.563736 1.559458 1.554652 1.55025  1.546056
 1.539975 1.534906 1.529709 1.523779 1.517203 1.511497 1.504359 1.497693
 1.490556 1.483772 1.475701 1.467878 1.459941 1.451564 1.442985 1.433739
 1.424763 1.41508  1.40545  1.395341 1.384631 1.373922 1.363181 1.351705
 1.340236 1.328458 1.316375 1.303946 1.291332 1.278321 1.265028 1.251773
 1.238035 1.224033 1.209897]"
47,polynomial,"[ 100.        106.262006  112.916138  119.986953  127.500543  135.484634
  143.968689  152.984017  162.563884  172.743644  183.56086   195.055452
  207.269835  220.249084  234.041094  248.69676   264.270165  280.818777
  298.403665  317.089719  336.945895  358.045466  380.466293  404.291113
  429.607845  456.509913  485.096589  515.473364  547.752335  582.052617
  618.500784  657.231338  698.387201  742.120246  788.591858  837.973524
  890.447473  946.207343 1005.4589   1068.420792 1135.325362 1206.419499
 1281.965555 1362.24231  1447.546    1538.191411 1634.513043 1736.866341
 1845.629008 1961.202399 2084.013003 2214.514014 2353.187005 2500.543706
 2657.127893 2823.517389 3000.326206 3188.2068   3387.852488]","[1.670667 1.670916 1.670923 1.667615 1.666657 1.666954 1.666279 1.664842
 1.663347 1.662044 1.66079  1.659046 1.656509 1.655004 1.654523 1.651519
 1.651045 1.648547 1.646305 1.644666 1.642754 1.640529 1.638686 1.637082
 1.634166 1.632095 1.630027 1.627516 1.624629 1.6225   1.619419 1.616807
 1.613968 1.611518 1.608239 1.605281 1.602377 1.599288 1.596196 1.592756
 1.589674 1.586221 1.58297  1.579527 1.5758   1.572248 1.568848 1.565072
 1.561484 1.557848 1.554169 1.55042  1.546724 1.542922 1.539105 1.535522
 1.531775 1.528035 1.524406]"
50,logarithmic,"[ 100.        106.262006  112.916138  119.986953  127.500543  135.484634
  143.968689  152.984017  162.563884  172.743644  183.56086   195.055452
  207.269835  220.249084  234.041094  248.69676   264.270165  280.818777
  298.403665  317.089719  336.945895  358.045466  380.466293  404.291113
  429.607845  456.509913  485.096589  515.473364  547.752335  582.052617
  618.500784  657.231338  698.387201  742.120246  788.591858  837.973524
  890.447473  946.207343 1005.4589   1068.420792 1135.325362 1206.419499
 1281.965555 1362.24231  1447.546    1538.191411 1634.513043 1736.866341
 1845.629008 1961.202399 2084.013003 2214.514014 2353.187005 2500.543706
 2657.127893 2823.517389 3000.326206 3188.2068   3387.852488]","[1.22939  1.22945  1.229272 1.225991 1.224887 1.224938 1.224068 1.222472
 1.220806 1.2193   1.217821 1.215866 1.213153 1.211377 1.21053  1.207313
 1.206421 1.203622 1.201031 1.19897  1.196625 1.193955 1.191604 1.189438
 1.186017 1.183339 1.18062  1.177447 1.173881 1.170965 1.16712  1.163654
 1.159923 1.156492 1.152238 1.148215 1.144175 1.139896 1.135543 1.130795
 1.126296 1.121377 1.116557 1.111472 1.106039 1.100667 1.095333 1.089555
 1.083838 1.077964 1.071933 1.065717 1.05942  1.052896 1.046219 1.039605
 1.032695 1.025633 1.018504]"
52,exponential,"[ 100.        106.262006  112.916138  119.986953  127.500543  135.484634
  143.968689  152.984017  162.563884  172.743644  183.56086   195.055452
  207.269835  220.249084  234.041094  248.69676   264.270165  280.818777
  298.403665  317.089719  336.945895  358.045466  380.466293  404.291113
  429.607845  456.509913  485.096589  515.473364  547.752335  582.052617
  618.500784  657.231338  698.387201  742.120246  788.591858  837.973524
  890.447473  946.207343 1005.4589   1068.420792 1135.325362 1206.419499
 1281.965555 1362.24231  1447.546    1538.191411 1634.513043 1736.866341
 1845.629008 1961.202399 2084.013003 2214.514014 2353.187005 2500.543706
 2657.127893 2823.517389 3000.326206 3188.2068   3387.852488]","[2.34831  2.347746 2.34654  2.337712 2.334095 2.333206 2.329987 2.324904
 2.319547 2.314468 2.309336 2.302921 2.294523 2.288269 2.284129 2.274046
 2.269469 2.260055 2.250959 2.242956 2.234044 2.224116 2.214732 2.205553
 2.193042 2.182075 2.170726 2.157963 2.143924 2.131159 2.115775 2.100974
 2.085163 2.06972  2.051867 2.034193 2.016081 1.996969 1.97726  1.956159
 1.935253 1.912883 1.89034  1.866721 1.841822 1.816675 1.791228 1.764297
 1.737158 1.709288 1.680712 1.651385 1.621602 1.59103  1.559898 1.528784
 1.49684  1.464478 1.431961]"
54,logarithmic,"[ 100.        106.262006  112.916138  119.986953  127.500543  135.484634
  143.968689  152.984017  162.563884  172.743644  183.56086   195.055452
  207.269835  220.249084  234.041094  248.69676   264.270165  280.818777
  298.403665  317.089719  336.945895  358.045466  380.466293  404.291113
  429.607845  456.509913  485.096589  515.473364  547.752335  582.052617
  618.500784  657.231338  698.387201  742.120246  788.591858  837.973524
  890.447473  946.207343 1005.4589   1068.420792 1135.325362 1206.419499
 1281.965555 1362.24231  1447.546    1538.191411 1634.513043 1736.866341
 1845.629008 1961.202399 2084.013003 2214.514014 2353.187005 2500.543706
 2657.127893 2823.517389 3000.326206 3188.2068   3387.852488]","[1.133222 1.133322 1.133213 1.130319 1.129386 1.129496 1.128782 1.127422
 1.126003 1.124735 1.123496 1.121837 1.119503 1.118017 1.117374 1.114609
 1.113941 1.111567 1.10939  1.107698 1.105759 1.103539 1.101615 1.099867
 1.097005 1.094819 1.092609 1.090004 1.087057 1.084706 1.081535 1.078717
 1.075675 1.072916 1.069432 1.066169 1.062907 1.059444 1.055929 1.052076
 1.04846  1.044483 1.04061  1.036515 1.032121 1.027799 1.023525 1.018867
 1.014279 1.009564 1.004723 0.999729 0.994677 0.989434 0.984067 0.978768
 0.973216 0.967541 0.961816]"
55,logarithmic,"[ 100.        106.262006  112.916138  119.986953  127.500543  135.484634
  143.968689  152.984017  162.563884  172.743644  183.56086   195.055452
  207.269835  220.249084  234.041094  248.69676   264.270165  280.818777
  298.403665  317.089719  336.945895  358.045466  380.466293  404.291113
  429.607845  456.509913  485.096589  515.473364  547.752335  582.052617
  618.500784  657.231338  698.387201  742.120246  788.591858  837.973524
  890.447473  946.207343 1005.4589   1068.420792 1135.325362 1206.419499
 1281.965555 1362.24231  1447.546    1538.191411 1634.513043 1736.866341
 1845.629008 1961.202399 2084.013003 2214.514014 2353.187005 2500.543706
 2657.127893 2823.517389 3000.326206 3188.2068   3387.852488]","[1.536723 1.536656 1.536258 1.531704 1.53004  1.529902 1.528518 1.526146
 1.523661 1.521369 1.519091 1.516156 1.512183 1.509437 1.507905 1.503178
 1.501529 1.497299 1.493315 1.490006 1.48628  1.482082 1.478273 1.47467
 1.469346 1.464972 1.460498 1.455369 1.449664 1.44478  1.4386   1.432875
 1.42674  1.420952 1.414004 1.407307 1.400531 1.393374 1.386058 1.378152
 1.37052  1.362264 1.354082 1.345484 1.336358 1.327258 1.318152 1.308393
 1.298663 1.28867  1.278417 1.267864 1.257159 1.246102 1.2348   1.223544
 1.211852 1.199921 1.18787 ]"
57,gaussian,"[ 100.        106.262006  112.916138  119.986953  127.500543  135.484634
  143.968689  152.984017  162.563884  172.743644  183.56086   195.055452
  207.269835  220.249084  234.041094  248.69676   264.270165  280.818777
  298.403665  317.089719  336.945895  358.045466  380.466293  404.291113
  429.607845  456.509913  485.096589  515.473364  547.752335  582.052617
  618.500784  657.231338  698.387201  742.120246  788.591858  837.973524
  890.447473  946.207343 1005.4589   1068.420792 1135.325362 1206.419499
 1281.965555 1362.24231  1447.546    1538.191411 1634.513043 1736.866341
 1845.629008 1961.202399 2084.013003 2214.514014 2353.187005 2500.543706
 2657.127893 2823.517389 3000.326206 3188.2068   3387.852488]","[1.169516 1.169453 1.169125 1.165462 1.164118 1.163998 1.162878 1.160966
 1.158964 1.157116 1.15528  1.152917 1.149722 1.147511 1.146274 1.142476
 1.141144 1.137745 1.134544 1.131883 1.128889 1.125518 1.122457 1.119561
 1.115291 1.111779 1.108189 1.104074 1.099501 1.095583 1.090631 1.086043
 1.081128 1.076488 1.070925 1.065563 1.060136 1.054407 1.04855  1.042225
 1.036116 1.029511 1.022964 1.016087 1.008792 1.001516 0.994233 0.986435
 0.978659 0.970675 0.962486 0.954064 0.945523 0.936711 0.927712 0.918757
 0.909472 0.900017 0.890485]"
60,exponential,"[ 100.        106.262006  112.916138  119.986953  127.500543  135.484634
  143.968689  152.984017  162.563884  172.743644  183.56086   195.055452
  207.269835  220.249084  234.041094  248.69676   264.270165  280.818777
  298.403665  317.089719  336.945895  358.045466  380.466293  404.291113
  429.607845  456.509913  485.096589  515.473364  547.752335  582.052617
  618.500784  657.231338  698.387201  742.120246  788.591858  837.973524
  890.447473  946.207343 1005.4589   1068.420792 1135.325362 1206.419499
 1281.965555 1362.24231  1447.546    1538.191411 1634.513043 1736.866341
 1845.629008 1961.202399 2084.013003 2214.514014 2353.187005 2500.543706
 2657.127893 2823.517389 3000.326206 3188.2068   3387.852488]","[1.597776 1.597484 1.596784 1.591185 1.588954 1.588489 1.586535 1.583394
 1.58009  1.57698  1.573852 1.569916 1.564723 1.560928 1.558514 1.552303
 1.549654 1.543924 1.538427 1.533662 1.528345 1.522409 1.516859 1.511478
 1.504003 1.49756  1.490917 1.483417 1.475151 1.467753 1.458736 1.450151
 1.44098  1.432107 1.421763 1.411601 1.401229 1.390294 1.379054 1.367006
 1.355158 1.342463 1.329738 1.316413 1.302362 1.288238 1.274006 1.258922
 1.243789 1.228276 1.212398 1.196125 1.179639 1.162727 1.145531 1.128405
 1.110813 1.093007 1.075143]"
61,logarithmic,"[ 100.        106.262006  112.916138  119.986953  127.500543  135.484634
  143.968689  152.984017  162.563884  172.743644  183.56086   195.055452
  207.269835  220.249084  234.041094  248.69676   264.270165  280.818777
  298.403665  317.089719  336.945895  358.045466  380.466293  404.291113
  429.607845  456.509913  485.096589  515.473364  547.752335  582.052617
  618.500784  657.231338  698.387201  742.120246  788.591858  837.973524
  890.447473  946.207343 1005.4589   1068.420792 1135.325362 1206.419499
 1281.965555 1362.24231  1447.546    1538.191411 1634.513043 1736.866341
 1845.629008 1961.202399 2084.013003 2214.514014 2353.187005 2500.543706
 2657.127893 2823.517389 3000.326206 3188.2068   3387.852488]","[1.53282  1.532695 1.532223 1.527441 1.525646 1.525426 1.523909 1.521361
 1.51869  1.51621  1.513737 1.510574 1.506327 1.503341 1.501602 1.496542
 1.494659 1.49009  1.485763 1.482121 1.478033 1.473441 1.469235 1.465226
 1.459418 1.454574 1.449609 1.443944 1.437664 1.432212 1.425396 1.419028
 1.412213 1.405732 1.398025 1.390554 1.382975 1.374975 1.366783 1.357956
 1.349384 1.34014  1.330945 1.321294 1.31107  1.300848 1.290594 1.27964
 1.268694 1.257454 1.245924 1.234067 1.222036 1.209628 1.196956 1.184324
 1.171237 1.157905 1.144452]"
62,gaussian,"[ 100.        106.262006  112.916138  119.986953  127.500543  135.484634
  143.968689  152.984017  162.563884  172.743644  183.56086   195.055452
  207.269835  220.249084  234.041094  248.69676   264.270165  280.818777
  298.403665  317.089719  336.945895  358.045466  380.466293  404.291113
  429.607845  456.509913  485.096589  515.473364  547.752335  582.052617
  618.500784  657.231338  698.387201  742.120246  788.591858  837.973524
  890.447473  946.207343 1005.4589   1068.420792 1135.325362 1206.419499
 1281.965555 1362.24231  1447.546    1538.191411 1634.513043 1736.866341
 1845.629008 1961.202399 2084.013003 2214.514014 2353.187005 2500.543706
 2657.127893 2823.517389 3000.326206 3188.2068   3387.852488]","[1.220722 1.220614 1.220214 1.216177 1.214663 1.214478 1.213199 1.211053
 1.208803 1.206717 1.204637 1.201978 1.198407 1.195899 1.194446 1.190196
 1.188624 1.184792 1.181167 1.178121 1.174702 1.170863 1.16735  1.164007
 1.159153 1.155114 1.150976 1.146255 1.141019 1.136482 1.130805 1.125507
 1.119838 1.114453 1.108044 1.101836 1.095541 1.088897 1.082096 1.074766
 1.067653 1.05998  1.05235  1.044341 1.035857 1.027375 1.018866 1.009776
 1.000691 0.991361 0.981789 0.971945 0.961953 0.951649 0.941123 0.930627
 0.919755 0.908678 0.8975  ]"
63,logarithmic,"[ 100.        106.262006  112.916138  119.986953  127.500543  135.484634
  143.968689  152.984017  162.563884  172.743644  183.56086   195.055452
  207.269835  220.249084  234.041094  248.69676   264.270165  280.818777
  298.403665  317.089719  336.945895  358.045466  380.466293  404.291113
  429.607845  456.509913  485.096589  515.473364  547.752335  582.052617
  618.500784  657.231338  698.387201  742.120246  788.591858  837.973524
  890.447473  946.207343 1005.4589   1068.420792 1135.325362 1206.419499
 1281.965555 1362.24231  1447.546    1538.191411 1634.513043 1736.866341
 1845.629008 1961.202399 2084.013003 2214.514014 2353.187005 2500.543706
 2657.127893 2823.517389 3000.326206 3188.2068   3387.852488]","[1.575863 1.575755 1.575298 1.570476 1.568683 1.568486 1.566976 1.564426
 1.561753 1.559277 1.556809 1.553646 1.549387 1.546409 1.544697 1.539625
 1.537775 1.533208 1.52889  1.52527  1.521203 1.516631 1.512454 1.508482
 1.502694 1.497888 1.492965 1.48734  1.481097 1.475701 1.468929 1.462619
 1.455863 1.449454 1.441809 1.434412 1.426914 1.418998 1.410896 1.402157
 1.393688 1.384544 1.37546  1.365921 1.35581  1.345708 1.335583 1.324756
 1.313943 1.302838 1.291446 1.279726 1.267833 1.255561 1.243022 1.230523
 1.217561 1.204346 1.191002]"
64,exponential,"[ 100.        106.262006  112.916138  119.986953  127.500543  135.484634
  143.968689  152.984017  162.563884  172.743644  183.56086   195.055452
  207.269835  220.249084  234.041094  248.69676   264.270165  280.818777
  298.403665  317.089719  336.945895  358.045466  380.466293  404.291113
  429.607845  456.509913  485.096589  515.473364  547.752335  582.052617
  618.500784  657.231338  698.387201  742.120246  788.591858  837.973524
  890.447473  946.207343 1005.4589   1068.420792 1135.325362 1206.419499
 1281.965555 1362.24231  1447.546    1538.191411 1634.513043 1736.866341
 1845.629008 1961.202399 2084.013003 2214.514014 2353.187005 2500.543706
 2657.127893 2823.517389 3000.326206 3188.2068   3387.852488]","[1.791888 1.791587 1.790839 1.784687 1.782253 1.781769 1.779644 1.776211
 1.772601 1.769208 1.765796 1.761496 1.755811 1.751672 1.74906  1.74226
 1.739397 1.733135 1.727133 1.721945 1.716151 1.709679 1.703637 1.697788
 1.689629 1.682617 1.675389 1.667221 1.658211 1.650168 1.640341 1.630999
 1.621015 1.61137  1.600102 1.589043 1.57776  1.56586  1.553628 1.540507
 1.527614 1.513786 1.499929 1.485409 1.470084 1.454677 1.439149 1.422669
 1.406127 1.389153 1.37176  1.353909 1.335802 1.317196 1.298245 1.279341
 1.259879 1.240137 1.220285]"
65,logarithmic,"[ 100.        106.262006  112.916138  119.986953  127.500543  135.484634
  143.968689  152.984017  162.563884  172.743644  183.56086   195.055452
  207.269835  220.249084  234.041094  248.69676   264.270165  280.818777
  298.403665  317.089719  336.945895  358.045466  380.466293  404.291113
  429.607845  456.509913  485.096589  515.473364  547.752335  582.052617
  618.500784  657.231338  698.387201  742.120246  788.591858  837.973524
  890.447473  946.207343 1005.4589   1068.420792 1135.325362 1206.419499
 1281.965555 1362.24231  1447.546    1538.191411 1634.513043 1736.866341
 1845.629008 1961.202399 2084.013003 2214.514014 2353.187005 2500.543706
 2657.127893 2823.517389 3000.326206 3188.2068   3387.852488]","[1.558824 1.558732 1.558298 1.553584 1.551842 1.551669 1.550209 1.54773
 1.545132 1.54273  1.540338 1.537266 1.533122 1.530237 1.528597 1.523663
 1.521893 1.517461 1.513277 1.509781 1.50585  1.501428 1.497398 1.493573
 1.487971 1.483338 1.478594 1.473168 1.46714  1.461949 1.455414 1.449338
 1.44283  1.43667  1.429304 1.422187 1.414978 1.407366 1.399578 1.391174
 1.383039 1.374251 1.365528 1.356366 1.346649 1.336949 1.327232 1.316833
 1.306454 1.295795 1.284858 1.273606 1.262188 1.250403 1.238359 1.226357
 1.213902 1.2012   1.188372]"
66,gaussian,"[ 100.        106.262006  112.916138  119.986953  127.500543  135.484634
  143.968689  152.984017  162.563884  172.743644  183.56086   195.055452
  207.269835  220.249084  234.041094  248.69676   264.270165  280.818777
  298.403665  317.089719  336.945895  358.045466  380.466293  404.291113
  429.607845  456.509913  485.096589  515.473364  547.752335  582.052617
  618.500784  657.231338  698.387201  742.120246  788.591858  837.973524
  890.447473  946.207343 1005.4589   1068.420792 1135.325362 1206.419499
 1281.965555 1362.24231  1447.546    1538.191411 1634.513043 1736.866341
 1845.629008 1961.202399 2084.013003 2214.514014 2353.187005 2500.543706
 2657.127893 2823.517389 3000.326206 3188.2068   3387.852488]","[1.194609 1.194533 1.194176 1.190295 1.188864 1.188725 1.187529 1.185496
 1.183366 1.1814   1.179444 1.176931 1.173539 1.171185 1.169858 1.165825
 1.164396 1.160782 1.157376 1.154539 1.151348 1.147758 1.144493 1.141401
 1.136855 1.133108 1.129275 1.124886 1.12001  1.115823 1.110541 1.105638
 1.100388 1.095424 1.089481 1.083744 1.077936 1.071801 1.065527 1.058752
 1.052198 1.045114 1.038083 1.030695 1.022855 1.015027 1.007182 0.998781
 0.990391 0.981768 0.972914 0.963799 0.954541 0.944977 0.935197 0.925438
 0.915307 0.904967 0.894515]"
67,exponential,"[ 100.        106.262006  112.916138  119.986953  127.500543  135.484634
  143.968689  152.984017  162.563884  172.743644  183.56086   195.055452
  207.269835  220.249084  234.041094  248.69676   264.270165  280.818777
  298.403665  317.089719  336.945895  358.045466  380.466293  404.291113
  429.607845  456.509913  485.096589  515.473364  547.752335  582.052617
  618.500784  657.231338  698.387201  742.120246  788.591858  837.973524
  890.447473  946.207343 1005.4589   1068.420792 1135.325362 1206.419499
 1281.965555 1362.24231  1447.546    1538.191411 1634.513043 1736.866341
 1845.629008 1961.202399 2084.013003 2214.514014 2353.187005 2500.543706
 2657.127893 2823.517389 3000.326206 3188.2068   3387.852488]","[2.281827 2.281261 2.280071 2.271494 2.267965 2.267075 2.263926 2.258967
 2.253739 2.248779 2.243763 2.2375   2.229313 2.223197 2.219125 2.20929
 2.204784 2.195587 2.18669  2.178846 2.170116 2.160392 2.151189 2.142174
 2.129925 2.119162 2.108018 2.095497 2.081729 2.069184 2.054092 2.039556
 2.024029 2.008849 1.991325 1.973963 1.956168 1.937397 1.91804  1.897329
 1.8768   1.85485  1.83273  1.809569 1.785172 1.760538 1.735621 1.70928
 1.68275  1.655531 1.627652 1.59907  1.570079 1.540359 1.510137 1.479977
 1.449062 1.417798 1.386442]"
69,polynomial,"[ 100.        106.262006  112.916138  119.986953  127.500543  135.484634
  143.968689  152.984017  162.563884  172.743644  183.56086   195.055452
  207.269835  220.249084  234.041094  248.69676   264.270165  280.818777
  298.403665  317.089719  336.945895  358.045466  380.466293  404.291113
  429.607845  456.509913  485.096589  515.473364  547.752335  582.052617
  618.500784  657.231338  698.387201  742.120246  788.591858  837.973524
  890.447473  946.207343 1005.4589   1068.420792 1135.325362 1206.419499
 1281.965555 1362.24231  1447.546    1538.191411 1634.513043 1736.866341
 1845.629008 1961.202399 2084.013003 2214.514014 2353.187005 2500.543706
 2657.127893 2823.517389 3000.326206 3188.2068   3387.852488]","[2.814375 2.814812 2.81481  2.808752 2.806972 2.80748  2.806208 2.803538
 2.800755 2.798314 2.795954 2.792691 2.787967 2.785124 2.784148 2.778539
 2.777561 2.772861 2.768617 2.765474 2.76182  2.75758  2.754035 2.750923
 2.745381 2.741391 2.7374   2.732581 2.72706  2.72294  2.717047 2.712022
 2.706574 2.701855 2.695587 2.689922 2.684368 2.678474 2.672588 2.666059
 2.660226 2.653712 2.64761  2.641171 2.634224 2.627651 2.621419 2.614511
 2.608026 2.601511 2.594983 2.588394 2.581994 2.575474 2.56902  2.563141
 2.557041 2.551066 2.545434]"
71,polynomial,"[ 100.        106.262006  112.916138  119.986953  127.500543  135.484634
  143.968689  152.984017  162.563884  172.743644  183.56086   195.055452
  207.269835  220.249084  234.041094  248.69676   264.270165  280.818777
  298.403665  317.089719  336.945895  358.045466  380.466293  404.291113
  429.607845  456.509913  485.096589  515.473364  547.752335  582.052617
  618.500784  657.231338  698.387201  742.120246  788.591858  837.973524
  890.447473  946.207343 1005.4589   1068.420792 1135.325362 1206.419499
 1281.965555 1362.24231  1447.546    1538.191411 1634.513043 1736.866341
 1845.629008 1961.202399 2084.013003 2214.514014 2353.187005 2500.543706
 2657.127893 2823.517389 3000.326206 3188.2068   3387.852488]","[1.662824 1.663072 1.663079 1.659788 1.658835 1.659131 1.65846  1.65703
 1.655544 1.654247 1.653    1.651265 1.648742 1.647245 1.646767 1.643779
 1.643308 1.640824 1.638593 1.636964 1.635063 1.63285  1.631017 1.629422
 1.626523 1.624463 1.622407 1.61991  1.617039 1.614922 1.611858 1.609261
 1.606437 1.604002 1.600741 1.597799 1.594912 1.59184  1.588766 1.585344
 1.582279 1.578845 1.575612 1.572187 1.56848  1.564947 1.561565 1.557808
 1.554239 1.550622 1.546962 1.54323  1.539552 1.535768 1.531969 1.528402
 1.524672 1.520947 1.517333]"
73,gaussian,"[ 100.        106.262006  112.916138  119.986953  127.500543  135.484634
  143.968689  152.984017  162.563884  172.743644  183.56086   195.055452
  207.269835  220.249084  234.041094  248.69676   264.270165  280.818777
  298.403665  317.089719  336.945895  358.045466  380.466293  404.291113
  429.607845  456.509913  485.096589  515.473364  547.752335  582.052617
  618.500784  657.231338  698.387201  742.120246  788.591858  837.973524
  890.447473  946.207343 1005.4589   1068.420792 1135.325362 1206.419499
 1281.965555 1362.24231  1447.546    1538.191411 1634.513043 1736.866341
 1845.629008 1961.202399 2084.013003 2214.514014 2353.187005 2500.543706
 2657.127893 2823.517389 3000.326206 3188.2068   3387.852488]","[1.652671 1.652291 1.651462 1.645317 1.642814 1.642218 1.639998 1.636482
 1.63278  1.629278 1.625744 1.621322 1.615525 1.611229 1.608413 1.601466
 1.598363 1.591901 1.585672 1.580215 1.574138 1.567367 1.560988 1.554765
 1.546245 1.538814 1.531135 1.522495 1.51299  1.504389 1.493997 1.484033
 1.473395 1.463036 1.45104  1.439196 1.427078 1.414302 1.401146 1.387065
 1.37315  1.358263 1.343292 1.327618 1.311104 1.294455 1.277637 1.259842
 1.241942 1.223581 1.204777 1.185499 1.16595  1.145906 1.125523 1.105194
 1.084347 1.063266 1.042129]"
74,exponential,"[ 100.        106.262006  112.916138  119.986953  127.500543  135.484634
  143.968689  152.984017  162.563884  172.743644  183.56086   195.055452
  207.269835  220.249084  234.041094  248.69676   264.270165  280.818777
  298.403665  317.089719  336.945895  358.045466  380.466293  404.291113
  429.607845  456.509913  485.096589  515.473364  547.752335  582.052617
  618.500784  657.231338  698.387201  742.120246  788.591858  837.973524
  890.447473  946.207343 1005.4589   1068.420792 1135.325362 1206.419499
 1281.965555 1362.24231  1447.546    1538.191411 1634.513043 1736.866341
 1845.629008 1961.202399 2084.013003 2214.514014 2353.187005 2500.543706
 2657.127893 2823.517389 3000.326206 3188.2068   3387.852488]","[2.238379 2.237879 2.236779 2.22854  2.225189 2.224397 2.221426 2.216712
 2.211746 2.207047 2.202303 2.196362 2.188571 2.182794 2.179006 2.169658
 2.165477 2.156774 2.148377 2.141016 2.132814 2.123672 2.115052 2.106638
 2.095117 2.085057 2.074655 2.062946 2.050059 2.038385 2.024276 2.010736
 1.996269 1.982171 1.965839 1.949698 1.933172 1.915735 1.897767 1.878521
 1.859485 1.839107 1.818595 1.797103 1.774442 1.751575 1.728454 1.703971
 1.679318 1.654005 1.628053 1.601417 1.574372 1.546603 1.518322 1.490067
 1.461037 1.431617 1.402048]"
76,exponential,"[ 100.        106.262006  112.916138  119.986953  127.500543  135.484634
  143.968689  152.984017  162.563884  172.743644  183.56086   195.055452
  207.269835  220.249084  234.041094  248.69676   264.270165  280.818777
  298.403665  317.089719  336.945895  358.045466  380.466293  404.291113
  429.607845  456.509913  485.096589  515.473364  547.752335  582.052617
  618.500784  657.231338  698.387201  742.120246  788.591858  837.973524
  890.447473  946.207343 1005.4589   1068.420792 1135.325362 1206.419499
 1281.965555 1362.24231  1447.546    1538.191411 1634.513043 1736.866341
 1845.629008 1961.202399 2084.013003 2214.514014 2353.187005 2500.543706
 2657.127893 2823.517389 3000.326206 3188.2068   3387.852488]","[1.918712 1.918318 1.917425 1.910577 1.907812 1.907188 1.904747 1.900857
 1.896761 1.892893 1.888993 1.884102 1.877672 1.87293  1.869854 1.862149
 1.858761 1.851611 1.844728 1.838717 1.832017 1.824546 1.817522 1.810682
 1.80127  1.79309  1.78464  1.775119 1.764637 1.755181 1.743722 1.732755
 1.721042 1.709656 1.69644  1.683408 1.670083 1.656031 1.641567 1.626074
 1.610788 1.594423 1.577982 1.560767 1.542622 1.524346 1.505902 1.486373
 1.466748 1.446621 1.426013 1.404887 1.383471 1.361505 1.339164 1.316891
 1.294027 1.270885 1.247665]"
77,gaussian,"[ 100.        106.262006  112.916138  119.986953  127.500543  135.484634
  143.968689  152.984017  162.563884  172.743644  183.56086   195.055452
  207.269835  220.249084  234.041094  248.69676   264.270165  280.818777
  298.403665  317.089719  336.945895  358.045466  380.466293  404.291113
  429.607845  456.509913  485.096589  515.473364  547.752335  582.052617
  618.500784  657.231338  698.387201  742.120246  788.591858  837.973524
  890.447473  946.207343 1005.4589   1068.420792 1135.325362 1206.419499
 1281.965555 1362.24231  1447.546    1538.191411 1634.513043 1736.866341
 1845.629008 1961.202399 2084.013003 2214.514014 2353.187005 2500.543706
 2657.127893 2823.517389 3000.326206 3188.2068   3387.852488]","[1.699805 1.699509 1.698806 1.69323  1.691    1.690524 1.688563 1.685419
 1.682109 1.678989 1.675847 1.671896 1.666691 1.66287  1.660417 1.654181
 1.651482 1.64571  1.640162 1.635334 1.629948 1.623937 1.618299 1.612819
 1.605244 1.598683 1.591911 1.584273 1.575859 1.568295 1.559105 1.55033
 1.540959 1.531871 1.521304 1.510907 1.500291 1.489106 1.47761  1.465306
 1.453205 1.440262 1.427301 1.413758 1.399512 1.385224 1.370869 1.355709
 1.340557 1.325094 1.309344 1.293288 1.277121 1.260642 1.244002 1.227572
 1.210822 1.194016 1.177321]"
